Selected_Features,Accuracy,Normalize,Intervalo,HyperP
"Open, rsi, sma_5_t, ema_10_t",49.24,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",51.06642291285801,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",50.64,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",52.16331505179769,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",50.94,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",49.66483851310176,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",49.18,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",50.70079219987812,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",51.01,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",48.93357708714199,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.88,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",49.90859232175503,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",50.7,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",50.27422303473492,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",50.58,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",48.5679463741621,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",48.93,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.72577696526509,True,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",50.15,False,Interval.in_45_minute,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",52.77269957343084,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",52.35,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",52.52894576477758,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",52.89,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",51.18829981718464,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",53.38,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",51.7976843388178,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",53.44,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",52.77269957343084,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",52.96,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",53.016453382084094,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",54.11,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",51.73674588665448,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",51.07,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",52.77269957343084,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",51.74,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",52.10237659963437,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",51.68,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",53.68677635588056,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",52.96,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",51.18829981718464,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",50.7,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",52.224253503961,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",53.38,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",49.90859232175503,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",51.86,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",54.11334552102377,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",52.89,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",52.041438147471055,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",50.82,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",51.49299207800122,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",52.47,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",53.8086532602072,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",53.69,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",54.844606946983546,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",52.16,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",54.72273004265692,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",53.99,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",52.16331505179769,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",51.92,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.16331505179769,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.22,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.83363802559416,True,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",53.99,False,Interval.in_1_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",50.27422303473492,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",47.84,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",49.7867154174284,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",50.15,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",49.96953077391834,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",49.18,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",50.82266910420476,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",50.4,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",50.33516148689823,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",50.64,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",51.49299207800122,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",52.29,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",52.10237659963437,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",52.35,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",52.89457647775746,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",51.19,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",52.041438147471055,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",53.5,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",51.005484460694696,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",51.37,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",49.54296160877514,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",51.01,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",50.2132845825716,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",49.73,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",50.70079219987812,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",50.21,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",51.31017672151127,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",52.1,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",49.84765386959171,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",50.58,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.70079219987812,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",49.79,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",48.9945155393053,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",50.21,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",51.12736136502133,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.94,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",51.31017672151127,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",51.31,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",51.980499695307735,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",51.25,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",51.18829981718464,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",50.46,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.90859232175503,True,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.73,False,Interval.in_2_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",50.82266910420476,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",50.82,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",53.26020719073736,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",51.37,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",51.18829981718464,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",50.27,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",50.76173065204144,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",52.04,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",51.12736136502133,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",51.74,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",50.82266910420476,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",50.7,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",52.89457647775746,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",52.29,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",52.16331505179769,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",51.8,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
